,gene,module,color
LOC101060321 /// LOC101060351 /// LOC101060376 /// LOC101060389 /// LOC102723859 /// LOC102724862 /// TBC1D3 /// TBC1D3C /// TBC1D3F /// TBC1D3H,LOC101060321 /// LOC101060351 /// LOC101060376 /// LOC101060389 /// LOC102723859 /// LOC102724862 /// TBC1D3 /// TBC1D3C /// TBC1D3F /// TBC1D3H,0,grey
LOC101060363 /// PPIA,LOC101060363 /// PPIA,1,turquoise
LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3,LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3,1,turquoise
LOC101060521 /// POLR3E,LOC101060521 /// POLR3E,1,turquoise
LOC101060604 /// SLC7A5P1 /// SLC7A5P2 /// SMG1P3,LOC101060604 /// SLC7A5P1 /// SLC7A5P2 /// SMG1P3,1,turquoise
LOC101060604 /// SLC7A5P1 /// SMG1P3,LOC101060604 /// SLC7A5P1 /// SMG1P3,0,grey
LOC101060747 /// PDPK1,LOC101060747 /// PDPK1,1,turquoise
LOC101926913,LOC101926913,0,grey
LOC101927051,LOC101927051,0,grey
LOC101927057 /// OMG,LOC101927057 /// OMG,2,blue
LOC101927086,LOC101927086,0,grey
LOC101927181,LOC101927181,0,grey
LOC101927458 /// LPHN2,LOC101927458 /// LPHN2,1,turquoise
LOC101927550,LOC101927550,0,grey
LOC101927673 /// OTUB1,LOC101927673 /// OTUB1,0,grey
LOC101927705 /// P4HA2,LOC101927705 /// P4HA2,1,turquoise
LOC101927770,LOC101927770,0,grey
LOC101927792,LOC101927792,0,grey
LOC101927965 /// LRAT,LOC101927965 /// LRAT,0,grey
LOC101928061 /// SERP1,LOC101928061 /// SERP1,1,turquoise
LOC101928104,LOC101928104,0,grey
LOC101928143 /// LOC101930388 /// NUMB,LOC101928143 /// LOC101930388 /// NUMB,0,grey
LOC101928189 /// RSRP1,LOC101928189 /// RSRP1,0,grey
LOC101928198 /// MFAP3L,LOC101928198 /// MFAP3L,1,turquoise
LOC101928274 /// VSIG10,LOC101928274 /// VSIG10,1,turquoise
LOC101928278,LOC101928278,0,grey
LOC101928378,LOC101928378,0,grey
LOC101928457,LOC101928457,0,grey
LOC101928589 /// TMEM164,LOC101928589 /// TMEM164,1,turquoise
LOC101928620 /// POU2AF1,LOC101928620 /// POU2AF1,7,black
LOC101928625 /// MED21,LOC101928625 /// MED21,0,grey
LOC101928669 /// LOC644450,LOC101928669 /// LOC644450,0,grey
LOC101928676 /// MAEA,LOC101928676 /// MAEA,1,turquoise
LOC101928717 /// SLC19A1,LOC101928717 /// SLC19A1,1,turquoise
LOC101928747 /// RBMX /// SNORD61,LOC101928747 /// RBMX /// SNORD61,1,turquoise
LOC101928789 /// SP140,LOC101928789 /// SP140,6,red
LOC101928826 /// TPT1,LOC101928826 /// TPT1,1,turquoise
LOC101928830 /// LTA4H,LOC101928830 /// LTA4H,1,turquoise
LOC101928916 /// NNMT,LOC101928916 /// NNMT,1,turquoise
LOC101929036 /// PAH,LOC101929036 /// PAH,0,grey
LOC101929078,LOC101929078,0,grey
LOC101929087 /// SUMO2 /// SUMO3,LOC101929087 /// SUMO2 /// SUMO3,1,turquoise
LOC101929148,LOC101929148,0,grey
LOC101929232 /// PDCD6IPP2,LOC101929232 /// PDCD6IPP2,0,grey
LOC101929240 /// SNRNP200,LOC101929240 /// SNRNP200,1,turquoise
LOC101929272,LOC101929272,7,black
LOC101929304 /// SNX29,LOC101929304 /// SNX29,0,grey
LOC101929336 /// RIF1,LOC101929336 /// RIF1,1,turquoise
LOC101929550,LOC101929550,0,grey
LOC101929597 /// TBCD,LOC101929597 /// TBCD,0,grey
LOC101929726,LOC101929726,0,grey
LOC101929740 /// ZNF37A,LOC101929740 /// ZNF37A,0,grey
LOC101929777 /// WNT3,LOC101929777 /// WNT3,0,grey
LOC101929842 /// PGA3 /// PGA4 /// PGA5,LOC101929842 /// PGA3 /// PGA4 /// PGA5,5,green
LOC101929857 /// LOC101929864 /// SLX1A /// SLX1A-SULT1A3 /// SLX1B /// SULT1A3 /// SULT1A4,LOC101929857 /// LOC101929864 /// SLX1A /// SLX1A-SULT1A3 /// SLX1B /// SULT1A3 /// SULT1A4,0,grey
LOC101929857 /// SLX1A-SULT1A3 /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4,LOC101929857 /// SLX1A-SULT1A3 /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4,0,grey
LOC101929864 /// SLX1A /// SLX1B,LOC101929864 /// SLX1A /// SLX1B,1,turquoise
LOC101929889 /// SPN,LOC101929889 /// SPN,0,grey
LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5 /// NPIPB8,LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5 /// NPIPB8,0,grey
LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB3 /// NPIPB4 /// NPIPB5,LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB3 /// NPIPB4 /// NPIPB5,0,grey
LOC101930052 /// LOC102724562 /// MST1 /// MST1L /// MST1P2,LOC101930052 /// LOC102724562 /// MST1 /// MST1L /// MST1P2,0,grey
LOC101930075 /// LOC102724993 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1,LOC101930075 /// LOC102724993 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1,0,grey
LOC101930075 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1,LOC101930075 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1,0,grey
LOC101930075 /// PKD1,LOC101930075 /// PKD1,0,grey
LOC101930112 /// SPG7,LOC101930112 /// SPG7,1,turquoise
LOC101930150 /// NF1,LOC101930150 /// NF1,1,turquoise
LOC101930235 /// TRIM48 /// TRIM49D1 /// TRIM49D2P,LOC101930235 /// TRIM48 /// TRIM49D1 /// TRIM49D2P,0,grey
LOC101930324 /// NSF,LOC101930324 /// NSF,1,turquoise
LOC101930405,LOC101930405,7,black
LOC101930578 /// MRPS31P5 /// THSD1,LOC101930578 /// MRPS31P5 /// THSD1,1,turquoise
LOC101930602 /// SLC14A2,LOC101930602 /// SLC14A2,0,grey
LOC102723479,LOC102723479,7,black
LOC102723559,LOC102723559,0,grey
LOC102723620,LOC102723620,0,grey
LOC102724200 /// TRAPPC10,LOC102724200 /// TRAPPC10,0,grey
LOC102724229 /// RASA4 /// RASA4B,LOC102724229 /// RASA4 /// RASA4B,2,blue
LOC102724250 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF26,LOC102724250 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF26,1,turquoise
LOC102724364 /// SEC22B,LOC102724364 /// SEC22B,1,turquoise
LOC102724788 /// PRODH,LOC102724788 /// PRODH,1,turquoise
LOC102724905,LOC102724905,0,grey
LOC102724985 /// PDXDC1,LOC102724985 /// PDXDC1,0,grey
LOC102725016 /// PPP2R3B,LOC102725016 /// PPP2R3B,0,grey
LOC102725072 /// LOC102725315 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P,LOC102725072 /// LOC102725315 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P,0,grey
LOC102725136 /// LOC441666,LOC102725136 /// LOC441666,0,grey
LOC102725198 /// RASA4 /// RASA4B /// RASA4CP,LOC102725198 /// RASA4 /// RASA4B /// RASA4CP,0,grey
LOC102725263 /// LOC389906,LOC102725263 /// LOC389906,0,grey
LOC102725271 /// NTM,LOC102725271 /// NTM,8,pink
LOC103344931,LOC103344931,0,grey
LOC145678,LOC145678,0,grey
LOC145783 /// ZNF280D,LOC145783 /// ZNF280D,0,grey
LOC150776 /// SMPD4,LOC150776 /// SMPD4,1,turquoise
LOC155060,LOC155060,0,grey
LOC157562,LOC157562,0,grey
LOC1720,LOC1720,0,grey
LOC202181,LOC202181,0,grey
LOC220077,LOC220077,0,grey
LOC254896 /// TNFRSF10C,LOC254896 /// TNFRSF10C,0,grey
LOC257152,LOC257152,1,turquoise
LOC284009 /// METTL16,LOC284009 /// METTL16,1,turquoise
LOC339166 /// WSCD1,LOC339166 /// WSCD1,0,grey
LOC389906,LOC389906,0,grey
LOC399491,LOC399491,0,grey
LOC440434,LOC440434,1,turquoise
LOC440792,LOC440792,0,grey
LOC441155 /// ZC3H11A,LOC441155 /// ZC3H11A,0,grey
LOC441204,LOC441204,0,grey
LOC441259 /// PMS2P1 /// PMS2P4 /// PMS2P5 /// PMS2P6 /// PMS2P9,LOC441259 /// PMS2P1 /// PMS2P4 /// PMS2P5 /// PMS2P6 /// PMS2P9,0,grey
LOC441601,LOC441601,0,grey
LOC51145,LOC51145,0,grey
LOC57399,LOC57399,0,grey
LOC643733,LOC643733,0,grey
LOC644172 /// MAPK8IP1,LOC644172 /// MAPK8IP1,0,grey
LOC645166 /// LOC654342,LOC645166 /// LOC654342,0,grey
LOC647070,LOC647070,0,grey
LOC728392,LOC728392,0,grey
LOC729164,LOC729164,1,turquoise
LOC729966 /// PDE4C,LOC729966 /// PDE4C,0,grey
LOC730101,LOC730101,0,grey
LOC732360 /// TDG,LOC732360 /// TDG,1,turquoise
LOC79999,LOC79999,1,turquoise
LOC81691,LOC81691,0,grey
LOC93432,LOC93432,0,grey
LONP1,LONP1,1,turquoise
LONRF1,LONRF1,9,magenta
LONRF3,LONRF3,0,grey
LOR,LOR,0,grey
LOX,LOX,1,turquoise
LOXL1,LOXL1,1,turquoise
LOXL2,LOXL2,1,turquoise
LPA,LPA,0,grey
LPA /// PLG,LPA /// PLG,0,grey
LPAL2,LPAL2,0,grey
LPAR1,LPAR1,1,turquoise
LPAR2,LPAR2,0,grey
LPAR3,LPAR3,0,grey
LPAR4,LPAR4,0,grey
LPAR6,LPAR6,1,turquoise
LPCAT1,LPCAT1,1,turquoise
LPCAT3,LPCAT3,0,grey
LPCAT3 /// U47924.30,LPCAT3 /// U47924.30,0,grey
LPCAT4,LPCAT4,0,grey
LPGAT1,LPGAT1,1,turquoise
LPHN1,LPHN1,0,grey
LPHN3,LPHN3,0,grey
LPIN1,LPIN1,1,turquoise
LPIN2,LPIN2,1,turquoise
LPL,LPL,3,brown
LPO,LPO,0,grey
LPP,LPP,2,blue
LPPR1,LPPR1,0,grey
LPPR2,LPPR2,0,grey
LPPR3,LPPR3,1,turquoise
LPPR4,LPPR4,0,grey
LPXN,LPXN,3,brown
LRBA,LRBA,1,turquoise
LRCH1,LRCH1,0,grey
LRCH3,LRCH3,1,turquoise
LRCH4,LRCH4,1,turquoise
LRCH4 /// SAP25,LRCH4 /// SAP25,0,grey
LRFN3,LRFN3,0,grey
LRFN4,LRFN4,1,turquoise
LRIF1,LRIF1,0,grey
LRIG1,LRIG1,0,grey
LRIG2,LRIG2,0,grey
LRIT1,LRIT1,0,grey
LRMP,LRMP,1,turquoise
LRP1,LRP1,0,grey
LRP10,LRP10,1,turquoise
LRP12,LRP12,1,turquoise
LRP1B,LRP1B,0,grey
LRP2,LRP2,0,grey
LRP2BP,LRP2BP,1,turquoise
LRP3,LRP3,1,turquoise
LRP4,LRP4,0,grey
LRP5,LRP5,1,turquoise
LRP5L,LRP5L,1,turquoise
LRP6,LRP6,0,grey
LRP8,LRP8,1,turquoise
LRPAP1,LRPAP1,0,grey
LRPPRC,LRPPRC,1,turquoise
LRRC1,LRRC1,0,grey
LRRC14,LRRC14,1,turquoise
LRRC15,LRRC15,8,pink
LRRC16A,LRRC16A,1,turquoise
LRRC17,LRRC17,8,pink
LRRC19,LRRC19,0,grey
LRRC2,LRRC2,2,blue
LRRC20,LRRC20,1,turquoise
LRRC23,LRRC23,0,grey
LRRC23 /// RPL13P5,LRRC23 /// RPL13P5,0,grey
LRRC3,LRRC3,0,grey
LRRC31,LRRC31,12,tan
LRRC32,LRRC32,0,grey
LRRC36,LRRC36,0,grey
LRRC37A /// LRRC37A2 /// LRRC37A3 /// LRRC37A4P,LRRC37A /// LRRC37A2 /// LRRC37A3 /// LRRC37A4P,1,turquoise
LRRC37A2 /// LRRC37A4P,LRRC37A2 /// LRRC37A4P,1,turquoise
LRRC37A3,LRRC37A3,0,grey
LRRC37BP1,LRRC37BP1,0,grey
LRRC40,LRRC40,0,grey
LRRC41,LRRC41,0,grey
LRRC42,LRRC42,1,turquoise
LRRC47,LRRC47,0,grey
LRRC48,LRRC48,0,grey
LRRC49,LRRC49,0,grey
LRRC59,LRRC59,1,turquoise
LRRC6,LRRC6,0,grey
LRRC61,LRRC61,0,grey
LRRC75B,LRRC75B,0,grey
LRRC8B,LRRC8B,0,grey
LRRC8D,LRRC8D,1,turquoise
LRRC8E,LRRC8E,0,grey
LRRFIP1,LRRFIP1,1,turquoise
LRRFIP2,LRRFIP2,1,turquoise
LRRK1,LRRK1,0,grey
LRRN2,LRRN2,1,turquoise
LRRN3,LRRN3,2,blue
LRRTM2,LRRTM2,0,grey
LRRTM4,LRRTM4,0,grey
LRTM1,LRTM1,0,grey
LSAMP,LSAMP,0,grey
LSG1,LSG1,1,turquoise
LSM1,LSM1,0,grey
LSM12,LSM12,0,grey
LSM14A,LSM14A,0,grey
LSM14B,LSM14B,0,grey
LSM2,LSM2,1,turquoise
LSM3,LSM3,4,yellow
LSM4,LSM4,1,turquoise
LSM5,LSM5,1,turquoise
LSM6,LSM6,1,turquoise
LSM7,LSM7,1,turquoise
LSM8,LSM8,1,turquoise
LSP1,LSP1,0,grey
LSR,LSR,1,turquoise
LSS,LSS,1,turquoise
LST1,LST1,0,grey
LTA,LTA,0,grey
LTB,LTB,6,red
LTB4R,LTB4R,0,grey
LTB4R2,LTB4R2,0,grey
LTBP1,LTBP1,0,grey
LTBP2,LTBP2,1,turquoise
LTBP3,LTBP3,0,grey
LTBP4,LTBP4,0,grey
LTBR,LTBR,0,grey
LTC4S,LTC4S,1,turquoise
LTF,LTF,0,grey
LTK,LTK,0,grey
LTN1,LTN1,0,grey
LUC7L,LUC7L,0,grey
LUC7L3,LUC7L3,0,grey
LUM,LUM,1,turquoise
LUZP1,LUZP1,0,grey
LUZP2,LUZP2,0,grey
LUZP4,LUZP4,0,grey
LXN,LXN,0,grey
LY6D,LY6D,1,turquoise
LY6E,LY6E,1,turquoise
LY6G5C,LY6G5C,0,grey
LY6G6C,LY6G6C,1,turquoise
LY6G6D /// LY6G6F,LY6G6D /// LY6G6F,0,grey
LY6G6E,LY6G6E,0,grey
LY6H,LY6H,0,grey
LY75,LY75,0,grey
LY86,LY86,0,grey
LY9,LY9,6,red
LY96,LY96,1,turquoise
LYL1,LYL1,0,grey
LYN,LYN,1,turquoise
LYPD1,LYPD1,1,turquoise
LYPD3,LYPD3,1,turquoise
LYPLA1,LYPLA1,0,grey
LYPLA2,LYPLA2,0,grey
LYRM1,LYRM1,1,turquoise
LYRM2,LYRM2,0,grey
LYRM4,LYRM4,1,turquoise
LYRM9,LYRM9,0,grey
LYST,LYST,1,turquoise
LYVE1,LYVE1,2,blue
LYZ,LYZ,0,grey
LYZL6,LYZL6,0,grey
LZTFL1,LZTFL1,1,turquoise
LZTR1,LZTR1,0,grey
LZTS1,LZTS1,1,turquoise
LZTS3,LZTS3,1,turquoise
M6PR,M6PR,1,turquoise
M6PR /// PHC1,M6PR /// PHC1,1,turquoise
MAB21L1 /// MIR548F5,MAB21L1 /// MIR548F5,0,grey
MAB21L2,MAB21L2,2,blue
MACF1,MACF1,1,turquoise
MACROD1,MACROD1,0,grey
MAD1L1,MAD1L1,1,turquoise
MAD2L1,MAD2L1,1,turquoise
MAD2L1BP,MAD2L1BP,1,turquoise
MADCAM1,MADCAM1,1,turquoise
MADD,MADD,0,grey
MAF,MAF,0,grey
MAFB,MAFB,3,brown
MAFF,MAFF,1,turquoise
MAFG,MAFG,0,grey
MAFK,MAFK,0,grey
MAG,MAG,0,grey
MAGEA1,MAGEA1,0,grey
MAGEA10,MAGEA10,0,grey
MAGEA10-MAGEA5 /// MAGEA5,MAGEA10-MAGEA5 /// MAGEA5,0,grey
MAGEA11,MAGEA11,0,grey
MAGEA12,MAGEA12,0,grey
MAGEA2 /// MAGEA2B,MAGEA2 /// MAGEA2B,0,grey
MAGEA3 /// MAGEA6,MAGEA3 /// MAGEA6,0,grey
MAGEA4,MAGEA4,0,grey
MAGEA6,MAGEA6,0,grey
MAGEA8,MAGEA8,0,grey
MAGEA9 /// MAGEA9B,MAGEA9 /// MAGEA9B,0,grey
MAGEB1,MAGEB1,0,grey
MAGEB2,MAGEB2,0,grey
MAGEB3,MAGEB3,0,grey
MAGEB4,MAGEB4,0,grey
MAGEC1,MAGEC1,0,grey
MAGEC2,MAGEC2,0,grey
MAGEC3,MAGEC3,0,grey
MAGED1,MAGED1,1,turquoise
MAGED2,MAGED2,0,grey
MAGED4 /// MAGED4B /// SNORA11D /// SNORA11E,MAGED4 /// MAGED4B /// SNORA11D /// SNORA11E,1,turquoise
MAGEF1,MAGEF1,1,turquoise
MAGEH1,MAGEH1,0,grey
MAGEL2,MAGEL2,0,grey
MAGI1,MAGI1,1,turquoise
MAGI2,MAGI2,0,grey
MAGIX,MAGIX,0,grey
MAGOH /// MAGOHB,MAGOH /// MAGOHB,1,turquoise
MAGOH2,MAGOH2,0,grey
MAGOHB,MAGOHB,1,turquoise
MAGT1,MAGT1,0,grey
MAK,MAK,0,grey
MAK16,MAK16,1,turquoise
MAL,MAL,1,turquoise
MALL,MALL,1,turquoise
MALT1,MALT1,0,grey
MAML1,MAML1,0,grey
MAML3,MAML3,1,turquoise
MAMLD1,MAMLD1,0,grey
MAN1A1,MAN1A1,0,grey
MAN1A2,MAN1A2,0,grey
MAN1B1,MAN1B1,0,grey
MAN1C1,MAN1C1,2,blue
MAN2A1,MAN2A1,0,grey
MAN2A2,MAN2A2,0,grey
MAN2B1,MAN2B1,1,turquoise
MAN2B2,MAN2B2,1,turquoise
MAN2C1,MAN2C1,0,grey
MANBA,MANBA,1,turquoise
MANEA,MANEA,0,grey
MANF,MANF,0,grey
MANSC1,MANSC1,1,turquoise
MAOA,MAOA,1,turquoise
MAOB,MAOB,1,turquoise
MAP1A,MAP1A,1,turquoise
MAP1B,MAP1B,2,blue
MAP1LC3B,MAP1LC3B,1,turquoise
MAP1LC3C,MAP1LC3C,0,grey
MAP1S,MAP1S,0,grey
MAP2,MAP2,0,grey
MAP2K1,MAP2K1,1,turquoise
MAP2K2,MAP2K2,1,turquoise
MAP2K4,MAP2K4,1,turquoise
MAP2K5,MAP2K5,0,grey
MAP2K6,MAP2K6,0,grey
MAP2K7,MAP2K7,0,grey
MAP3K1,MAP3K1,1,turquoise
MAP3K10,MAP3K10,0,grey
MAP3K11,MAP3K11,1,turquoise
MAP3K12,MAP3K12,0,grey
MAP3K13,MAP3K13,0,grey
MAP3K14,MAP3K14,0,grey
MAP3K19,MAP3K19,0,grey
MAP3K2,MAP3K2,0,grey
MAP3K3,MAP3K3,1,turquoise
MAP3K4,MAP3K4,1,turquoise
MAP3K5,MAP3K5,0,grey
MAP3K6,MAP3K6,0,grey
MAP3K7,MAP3K7,0,grey
MAP3K7CL,MAP3K7CL,0,grey
MAP3K8,MAP3K8,0,grey
MAP3K9,MAP3K9,1,turquoise
MAP4,MAP4,0,grey
MAP4K1,MAP4K1,6,red
MAP4K2,MAP4K2,1,turquoise
MAP4K3,MAP4K3,0,grey
MAP4K4,MAP4K4,0,grey
MAP4K5,MAP4K5,0,grey
MAP6D1,MAP6D1,1,turquoise
MAP7,MAP7,0,grey
MAP7D1,MAP7D1,0,grey
MAP7D3,MAP7D3,1,turquoise
MAP9,MAP9,0,grey
MAPK1,MAPK1,0,grey
MAPK10,MAPK10,0,grey
MAPK11,MAPK11,0,grey
MAPK12,MAPK12,1,turquoise
MAPK13,MAPK13,1,turquoise
MAPK14,MAPK14,1,turquoise
MAPK1IP1L,MAPK1IP1L,0,grey
MAPK3,MAPK3,1,turquoise
MAPK4,MAPK4,0,grey
MAPK6,MAPK6,0,grey
MAPK7,MAPK7,1,turquoise
MAPK8,MAPK8,1,turquoise
MAPK8IP1,MAPK8IP1,1,turquoise
MAPK8IP2,MAPK8IP2,0,grey
MAPK8IP3,MAPK8IP3,0,grey
MAPK9,MAPK9,0,grey
MAPKAP1,MAPKAP1,0,grey
MAPKAPK2,MAPKAPK2,4,yellow
MAPKAPK3,MAPKAPK3,1,turquoise
MAPKAPK5,MAPKAPK5,1,turquoise
MAPKAPK5-AS1,MAPKAPK5-AS1,1,turquoise
MAPKBP1,MAPKBP1,0,grey
MAPRE1,MAPRE1,1,turquoise
MAPRE2,MAPRE2,0,grey
MAPRE3,MAPRE3,0,grey
MAPT,MAPT,1,turquoise
MARC1,MARC1,0,grey
MARC2,MARC2,2,blue
MARCH1,MARCH1,3,brown
MARCH2,MARCH2,1,turquoise
MARCH3,MARCH3,0,grey
MARCH5,MARCH5,1,turquoise
MARCH6,MARCH6,0,grey
MARCH7,MARCH7,1,turquoise
MARCH8,MARCH8,0,grey
MARCKS,MARCKS,0,grey
MARCKSL1,MARCKSL1,1,turquoise
MARCO,MARCO,0,grey
MARK1,MARK1,1,turquoise
MARK2,MARK2,1,turquoise
MARK3,MARK3,1,turquoise
MARK4,MARK4,0,grey
MARS /// MIR6758,MARS /// MIR6758,1,turquoise
MAS1,MAS1,0,grey
MASP1,MASP1,0,grey
MASP2,MASP2,0,grey
MAST1,MAST1,0,grey
MAST2,MAST2,1,turquoise
MAST3,MAST3,0,grey
MAST4,MAST4,1,turquoise
MAT1A,MAT1A,0,grey
MAT2A,MAT2A,0,grey
MAT2B,MAT2B,0,grey
MATK,MATK,0,grey
MATN1,MATN1,0,grey
MATN3,MATN3,0,grey
MATN4,MATN4,0,grey
MATR3 /// SNHG4,MATR3 /// SNHG4,0,grey
MAU2,MAU2,1,turquoise
MAVS,MAVS,0,grey
MAX,MAX,1,turquoise
MAZ,MAZ,1,turquoise
MB,MB,0,grey
MBD1,MBD1,0,grey
MBD2,MBD2,1,turquoise
MBD3,MBD3,0,grey
MBD4,MBD4,1,turquoise
MBD5,MBD5,1,turquoise
MBIP,MBIP,1,turquoise
MBL2,MBL2,0,grey
MBNL1,MBNL1,0,grey
MBNL2,MBNL2,0,grey
MBNL3,MBNL3,1,turquoise
MBOAT2,MBOAT2,1,turquoise
MBOAT7,MBOAT7,0,grey
MBP,MBP,1,turquoise
MBTD1,MBTD1,0,grey
MBTPS1,MBTPS1,1,turquoise
MBTPS2,MBTPS2,0,grey
MBTPS2 /// YY2,MBTPS2 /// YY2,0,grey
MC1R,MC1R,1,turquoise
MC2R,MC2R,0,grey
MC3R,MC3R,0,grey
MC4R,MC4R,0,grey
MC5R,MC5R,0,grey
MCAM,MCAM,0,grey
MCAM /// MIR6756,MCAM /// MIR6756,0,grey
MCAT,MCAT,0,grey
MCC,MCC,0,grey
MCCC1,MCCC1,0,grey
MCCC2,MCCC2,0,grey
MCF2,MCF2,0,grey
MCF2L,MCF2L,0,grey
MCF2L-AS1,MCF2L-AS1,0,grey
MCF2L2,MCF2L2,0,grey
MCFD2,MCFD2,1,turquoise
MCFD2P1 /// MCFD2P1,MCFD2P1 /// MCFD2P1,0,grey
MCHR1,MCHR1,0,grey
MCL1,MCL1,9,magenta
MCM10,MCM10,1,turquoise
MCM2,MCM2,1,turquoise
MCM3,MCM3,1,turquoise
MCM3AP,MCM3AP,0,grey
MCM3AP-AS1,MCM3AP-AS1,0,grey
MCM4,MCM4,1,turquoise
MCM5,MCM5,1,turquoise
MCM6,MCM6,1,turquoise
MCM7,MCM7,1,turquoise
MCM9,MCM9,0,grey
MCMBP,MCMBP,0,grey
MCOLN1,MCOLN1,0,grey
MCOLN3,MCOLN3,0,grey
MCPH1,MCPH1,0,grey
MCRS1,MCRS1,0,grey
MCTP1,MCTP1,0,grey
MCTP2,MCTP2,1,turquoise
MCTS1,MCTS1,0,grey
MCUR1,MCUR1,1,turquoise
MDC1,MDC1,1,turquoise
MDFI,MDFI,0,grey
MDFIC,MDFIC,1,turquoise
MDH1,MDH1,0,grey
MDH2,MDH2,0,grey
MDK,MDK,1,turquoise
MDM1,MDM1,1,turquoise
MDM2,MDM2,0,grey
MDM4,MDM4,0,grey
MDN1,MDN1,0,grey
ME1,ME1,1,turquoise
ME2,ME2,0,grey
ME3,ME3,0,grey
MEA1,MEA1,1,turquoise
MEAF6,MEAF6,0,grey
MECOM,MECOM,1,turquoise
MECP2,MECP2,0,grey
MECR,MECR,0,grey
MED1,MED1,1,turquoise
MED12,MED12,0,grey
MED13,MED13,0,grey
MED13L,MED13L,0,grey
MED14,MED14,0,grey
MED15,MED15,0,grey
MED16,MED16,1,turquoise
MED17,MED17,11,greenyellow
MED20,MED20,1,turquoise
MED22,MED22,0,grey
MED23,MED23,0,grey
MED24,MED24,0,grey
MED24 /// MIR6884,MED24 /// MIR6884,1,turquoise
MED25,MED25,0,grey
MED27,MED27,0,grey
MED28,MED28,0,grey
MED31,MED31,1,turquoise
MED4,MED4,0,grey
MED6,MED6,0,grey
MED7,MED7,1,turquoise
MED8,MED8,0,grey
MED9,MED9,1,turquoise
MEF2A,MEF2A,1,turquoise
MEF2B /// MEF2BNB /// MEF2BNB-MEF2B,MEF2B /// MEF2BNB /// MEF2BNB-MEF2B,0,grey
MEF2BNB,MEF2BNB,0,grey
MEF2C,MEF2C,1,turquoise
MEF2D,MEF2D,0,grey
MEFV,MEFV,0,grey
MEG3,MEG3,0,grey
MEGF6,MEGF6,0,grey
MEGF8,MEGF8,0,grey
MEGF9,MEGF9,1,turquoise
MEIS1,MEIS1,1,turquoise
MEIS2,MEIS2,1,turquoise
MEIS3P1,MEIS3P1,1,turquoise
MELK,MELK,1,turquoise
MEN1,MEN1,1,turquoise
MEOX1,MEOX1,0,grey
MEOX2,MEOX2,2,blue
MEP1A,MEP1A,0,grey
MEP1B,MEP1B,0,grey
MEPCE,MEPCE,1,turquoise
MEPE,MEPE,0,grey
MERTK,MERTK,1,turquoise
MEST,MEST,1,turquoise
MET,MET,1,turquoise
METAP1,METAP1,0,grey
METAP2,METAP2,1,turquoise
METRN,METRN,0,grey
METTL1,METTL1,1,turquoise
METTL10,METTL10,0,grey
METTL13,METTL13,1,turquoise
METTL17,METTL17,1,turquoise
METTL18,METTL18,0,grey
METTL21B,METTL21B,1,turquoise
METTL22,METTL22,0,grey
METTL2A /// METTL2B,METTL2A /// METTL2B,0,grey
METTL2B,METTL2B,0,grey
METTL3,METTL3,1,turquoise
METTL4,METTL4,0,grey
METTL5,METTL5,1,turquoise
METTL7A,METTL7A,1,turquoise
METTL8,METTL8,0,grey
METTL9,METTL9,1,turquoise
MEX3C,MEX3C,0,grey
MEX3D,MEX3D,1,turquoise
MFAP1,MFAP1,0,grey
MFAP2,MFAP2,1,turquoise
MFAP3,MFAP3,1,turquoise
MFAP4,MFAP4,2,blue
MFAP5,MFAP5,0,grey
MFF,MFF,0,grey
MFGE8,MFGE8,1,turquoise
MFHAS1,MFHAS1,1,turquoise
MFI2,MFI2,0,grey
MFN1,MFN1,1,turquoise
MFN2,MFN2,0,grey
MFNG,MFNG,1,turquoise
MFSD1,MFSD1,1,turquoise
MFSD10,MFSD10,1,turquoise
MFSD11,MFSD11,0,grey
MFSD12,MFSD12,1,turquoise
MFSD5,MFSD5,1,turquoise
MFSD6,MFSD6,1,turquoise
MFSD7,MFSD7,1,turquoise
